#E,eV        Sig,b        Interpolation
 30334.4     31.0994      Lin-Lin
 30336.6     33.2209      Lin-Lin
 30336.8     33.3727      Lin-Lin
 30339.1     35.6814      Lin-Lin
 30339.2     35.8466      Lin-Lin
 30341.5     38.3531      Lin-Lin
 30341.7     38.5324      Lin-Lin
 30343.9     41.2442      Lin-Lin
 30344.1     41.4381      Lin-Lin
 30346.3     44.3583      Lin-Lin
 30346.5     44.5673      Lin-Lin
 30348.8     47.6929      Lin-Lin
 30348.9     47.9164      Lin-Lin
 30352       52.4614      Lin-Lin
 30352.2     52.7009      Lin-Lin
 30355.7     58.3455      Lin-Lin
 30356.7     59.886       Lin-Lin
 30363       70.186       Lin-Lin
 30363.2     70.4498      Lin-Lin
 30366.1     74.8905      Lin-Lin
 30366.6     75.6294      Lin-Lin
 30368.5     78.2796      Lin-Lin
 30369       78.9405      Lin-Lin
 30370.9     81.2187      Lin-Lin
 30371.4     81.7864      Lin-Lin
 30373.4     83.5983      Lin-Lin
 30373.9     84.0489      Lin-Lin
 30375.8     85.3134      Lin-Lin
 30376.3     85.6271      Lin-Lin
 30377.9     86.2617      Lin-Lin
 30378       86.2783      Lin-Lin
 30379.9     86.5509      Lin-Lin
 30380       86.5597      Lin-Lin
 30381.8     86.2798      Lin-Lin
 30382.3     86.1923      Lin-Lin
 30383.6     85.5912      Lin-Lin
 30384.6     85.1174      Lin-Lin
 30385.4     84.5015      Lin-Lin
 30386.9     83.3824      Lin-Lin
 30387.3     83.0331      Lin-Lin
 30389.2     81.0594      Lin-Lin
 30389.7     80.4678      Lin-Lin
 30391.5     78.2423      Lin-Lin
 30391.7     77.9585      Lin-Lin
 30394.3     74.3176      Lin-Lin
 30394.8     73.623       Lin-Lin
 30398.4     67.9951      Lin-Lin
 30398.8     67.2724      Lin-Lin
 30405.4     56.4943      Lin-Lin
 30405.9     55.8052      Lin-Lin
 30408.5     51.7992      Lin-Lin
 30408.8     51.3267      Lin-Lin
 30411.4     47.5535      Lin-Lin
 30411.7     47.1145      Lin-Lin
 30414.3     43.6075      Lin-Lin
 30414.6     43.2037      Lin-Lin
 30417.2     39.9788      Lin-Lin
 30417.5     39.6104      Lin-Lin
 30420.1     36.668       Lin-Lin
 30420.4     36.3336      Lin-Lin
 30423       33.6639      Lin-Lin
 30423.4     33.3616      Lin-Lin
 30426       30.9482      Lin-Lin
 30426.3     30.6755      Lin-Lin
 30428.9     28.4987      Lin-Lin
 30429.2     28.2532      Lin-Lin
 30431.8     26.2922      Lin-Lin
 30432.1     26.0709      Lin-Lin
 30434.7     24.3048      Lin-Lin
 30435       24.1055      Lin-Lin
 30437       22.9118      Lin-Lin
 30437.6     22.5143      Lin-Lin
 30439.2     21.6192      Lin-Lin
 30440.7     20.8148      Lin-Lin
 30441.5     20.4073      Lin-Lin
 30442.9     19.6748      Lin-Lin
 30443.8     19.298       Lin-Lin
 30445.2     18.6208      Lin-Lin
 30446       18.2722      Lin-Lin
 30447.5     17.6455      Lin-Lin
 30448.3     17.3283      Lin-Lin
 30450.5     16.4415      Lin-Lin
 30450.9     16.315       Lin-Lin
 30453.9     15.2387      Lin-Lin
 30454.3     15.1256      Lin-Lin
 30456.4     14.4654      Lin-Lin
 30457.7     14.0596      Lin-Lin
 30459       13.6916      Lin-Lin
 30460.6     13.2322      Lin-Lin
 30461.5     12.9798      Lin-Lin
 30463.5     12.4757      Lin-Lin
 30464.1     12.3216      Lin-Lin
 30466.4     11.7827      Lin-Lin
 30466.7     11.7119      Lin-Lin
 30469.3     11.1466      Lin-Lin
 30470.6     10.8863      Lin-Lin
 30472.2     10.5616      Lin-Lin
 30474.5     10.1421      Lin-Lin
 30475.1     10.0225      Lin-Lin
 30477.4     9.64264      Lin-Lin
 30479.5     9.29047      Lin-Lin
 30480.6     9.11852      Lin-Lin
 30482.6     8.82421      Lin-Lin
 30483.9     8.64318      Lin-Lin
 30485.8     8.37204      Lin-Lin
 30487.1     8.2053       Lin-Lin
 30489.1     7.95554      Lin-Lin
 30490.3     7.80456      Lin-Lin
 30493.6     7.42764      Lin-Lin
 30493.9     7.39001      Lin-Lin
 30496.8     7.08784      Lin-Lin
 30498.8     6.88672      Lin-Lin
 30501.7     6.61668      Lin-Lin
 30503.6     6.43695      Lin-Lin
 30505.5     6.27953      Lin-Lin
 30506.9     6.16336      Lin-Lin
 30509.3     5.97503      Lin-Lin
 30511.5     5.80108      Lin-Lin
 30513.1     5.69161      Lin-Lin
 30516.2     5.47297      Lin-Lin
 30516.9     5.42902      Lin-Lin
 30520.9     5.17478      Lin-Lin
 30522.6     5.07461      Lin-Lin
 30525.5     4.90288      Lin-Lin
 30528.3     4.75652      Lin-Lin
 30530.2     4.65443      Lin-Lin
 30532.1     4.56284      Lin-Lin
 30534.9     4.42711      Lin-Lin
 30537.4     4.3169       Lin-Lin
 30539.6     4.21859      Lin-Lin
 30542.6     4.09326      Lin-Lin
 30544.2     4.02696      Lin-Lin
 30547.9     3.89195      Lin-Lin
 30551.2     3.76838      Lin-Lin
 30553.1     3.70492      Lin-Lin
 30558.2     3.53818      Lin-Lin
 30558.4     3.53221      Lin-Lin
 30563.6     3.37706      Lin-Lin
 30565.2     3.33236      Lin-Lin
 30568.9     3.23328      Lin-Lin
 30572.1     3.1477       Lin-Lin
 30574.2     3.09947      Lin-Lin
 30579.1     2.98146      Lin-Lin
 30579.8     2.96621      Lin-Lin
 30585.5     2.84436      Lin-Lin
 30586.1     2.83132      Lin-Lin
 30591.1     2.73269      Lin-Lin
 30593.1     2.69528      Lin-Lin
