#E,eV        Sig,b        Interpolation
 16787.5     1.69005      Lin-Lin
 16788.6     1.69003      Lin-Lin
 16790.2     1.69         Lin-Lin
 16791.9     1.68998      Lin-Lin
 16793.5     1.68995      Lin-Lin
 16796.1     1.68991      Lin-Lin
 16799.3     1.68987      Lin-Lin
 16802.4     1.68982      Lin-Lin
 16807.1     1.68976      Lin-Lin
 16811.7     1.6897       Lin-Lin
 16816.4     1.68964      Lin-Lin
 16825.6     1.68952      Lin-Lin
 16839.6     1.68935      Lin-Lin
 16857       1.68914      Lin-Lin
 16882.7     1.68882      Lin-Lin
 16925.9     1.68829      Lin-Lin
 17049.4     1.68678      Lin-Lin
 17839       1.67714      Lin-Lin
 18522.4     1.6688       Lin-Lin
 19999       1.64843      Lin-Lin
 22161.7     1.61861      Lin-Lin
 24414.3     1.58755      Lin-Lin
 25182.6     1.57695      Lin-Lin
 26916.4     1.54938      Lin-Lin
 29677.6     1.50547      Lin-Lin
 30036.5     1.49976      Lin-Lin
 30958.6     1.48342      Lin-Lin
 31059.5     1.48164      Lin-Lin
 31336.6     1.47673      Lin-Lin
 31457.4     1.47459      Lin-Lin
 31514.7     1.47357      Lin-Lin
 31559.2     1.47279      Lin-Lin
 31588       1.47228      Lin-Lin
 31608.2     1.47193      Lin-Lin
 31625.7     1.47162      Lin-Lin
 31637.4     1.47142      Lin-Lin
 31649       1.47122      Lin-Lin
 31656.1     1.4711       Lin-Lin
 31663.1     1.47098      Lin-Lin
 31670.1     1.47086      Lin-Lin
 31675.4     1.47077      Lin-Lin
 31679.6     1.4707       Lin-Lin
 31684.6     1.47062      Lin-Lin
 31688.3     1.47057      Lin-Lin
 31691.9     1.47051      Lin-Lin
 31695.6     1.47046      Lin-Lin
 31698.3     1.47042      Lin-Lin
 31701.2     1.47038      Lin-Lin
 31703.4     1.47035      Lin-Lin
 31705.5     1.47033      Lin-Lin
 31707.7     1.47031      Lin-Lin
 31709.4     1.47029      Lin-Lin
 31710.9     1.47028      Lin-Lin
 31712.4     1.47027      Lin-Lin
 31713.4     1.47027      Lin-Lin
 31714.4     1.47026      Lin-Lin
 31715.4     1.47026      Lin-Lin
 31716.1     1.47026      Lin-Lin
 31716.7     1.47027      Lin-Lin
 31717.4     1.47027      Lin-Lin
 31718.1     1.47028      Lin-Lin
 31718.7     1.47029      Lin-Lin
 31719.2     1.47031      Lin-Lin
 31719.7     1.47032      Lin-Lin
 31720.3     1.47034      Lin-Lin
 31720.6     1.47036      Lin-Lin
 31721       1.47038      Lin-Lin
 31721.3     1.47041      Lin-Lin
 31721.7     1.47044      Lin-Lin
 31722       1.47047      Lin-Lin
 31722.3     1.4705       Lin-Lin
 31722.6     1.47053      Lin-Lin
 31722.9     1.47057      Lin-Lin
 31723.2     1.47062      Lin-Lin
 31723.4     1.47066      Lin-Lin
 31723.7     1.47072      Lin-Lin
 31724       1.47078      Lin-Lin
 31724.3     1.47085      Lin-Lin
 31724.6     1.47093      Lin-Lin
 31724.9     1.47101      Lin-Lin
 31725.1     1.47111      Lin-Lin
 31725.4     1.47122      Lin-Lin
 31725.7     1.47141      Lin-Lin
 31725.9     1.47157      Lin-Lin
 31726.1     1.47173      Lin-Lin
 31726.3     1.47191      Lin-Lin
 31726.6     1.47209      Lin-Lin
 31726.8     1.47229      Lin-Lin
 31727       1.4725       Lin-Lin
 31727.2     1.47272      Lin-Lin
 31727.4     1.47296      Lin-Lin
 31727.7     1.47321      Lin-Lin
 31727.9     1.47348      Lin-Lin
 31728.1     1.47377      Lin-Lin
 31728.3     1.47407      Lin-Lin
 31728.5     1.47439      Lin-Lin
 31728.7     1.47473      Lin-Lin
 31729       1.47509      Lin-Lin
 31729.2     1.47548      Lin-Lin
 31729.4     1.47588      Lin-Lin
 31729.6     1.47632      Lin-Lin
 31729.8     1.47678      Lin-Lin
 31730.1     1.47727      Lin-Lin
 31730.4     1.47799      Lin-Lin
 31730.7     1.47877      Lin-Lin
 31731       1.47962      Lin-Lin
 31731.3     1.48054      Lin-Lin
 31731.6     1.48153      Lin-Lin
 31731.9     1.48261      Lin-Lin
 31732.2     1.48377      Lin-Lin
 31732.5     1.48503      Lin-Lin
 31732.8     1.48638      Lin-Lin
 31733.1     1.48784      Lin-Lin
 31733.3     1.48932      Lin-Lin
 31733.6     1.49074      Lin-Lin
 31733.9     1.49277      Lin-Lin
 31734.3     1.49496      Lin-Lin
 31734.6     1.49733      Lin-Lin
 31735       1.49987      Lin-Lin
 31735.3     1.50261      Lin-Lin
 31735.6     1.50554      Lin-Lin
 31736       1.50867      Lin-Lin
 31736.4     1.51282      Lin-Lin
 31736.8     1.5173       Lin-Lin
 31737.2     1.52211      Lin-Lin
 31737.6     1.52728      Lin-Lin
 31738.1     1.5328       Lin-Lin
 31738.4     1.53828      Lin-Lin
 31738.9     1.54579      Lin-Lin
 31739.5     1.55381      Lin-Lin
 31740       1.56232      Lin-Lin
 31740.2     1.56684      Lin-Lin
 31740.6     1.57435      Lin-Lin
 31741.2     1.58625      Lin-Lin
 31742       1.60238      Lin-Lin
 31743.1     1.62505      Lin-Lin
 31745       1.66715      Lin-Lin
 31745.9     1.68661      Lin-Lin
 31746.7     1.70256      Lin-Lin
 31747.4     1.71468      Lin-Lin
 31748       1.72397      Lin-Lin
 31748.8     1.73389      Lin-Lin
 31749.3     1.74006      Lin-Lin
 31750       1.7457       Lin-Lin
 31750.6     1.74952      Lin-Lin
 31751.3     1.75139      Lin-Lin
 31751.3     1.75143      Lin-Lin
 31751.4     1.7514       Lin-Lin
 31752.1     1.75003      Lin-Lin
 31752.7     1.74711      Lin-Lin
 31753.3     1.74249      Lin-Lin
 31753.9     1.73615      Lin-Lin
 31754.6     1.72718      Lin-Lin
 31755.2     1.7189       Lin-Lin
 31755.8     1.70844      Lin-Lin
 31756.6     1.69379      Lin-Lin
 31757.4     1.67604      Lin-Lin
 31758.8     1.64689      Lin-Lin
 31760.4     1.6114       Lin-Lin
 31761.3     1.59247      Lin-Lin
 31762       1.57956      Lin-Lin
 31762.6     1.56734      Lin-Lin
 31763.2     1.55692      Lin-Lin
 31763.7     1.54865      Lin-Lin
 31764.2     1.54087      Lin-Lin
 31764.7     1.5336       Lin-Lin
 31765.1     1.52805      Lin-Lin
 31765.5     1.52264      Lin-Lin
 31766       1.51759      Lin-Lin
 31766.4     1.51288      Lin-Lin
 31766.8     1.50851      Lin-Lin
 31767.1     1.50578      Lin-Lin
 31767.4     1.50253      Lin-Lin
 31767.8     1.4995       Lin-Lin
 31768.1     1.49668      Lin-Lin
 31768.5     1.49405      Lin-Lin
 31768.8     1.49221      Lin-Lin
 31769       1.49047      Lin-Lin
 31769.3     1.48882      Lin-Lin
 31769.6     1.48727      Lin-Lin
 31769.8     1.48581      Lin-Lin
 31770.1     1.48434      Lin-Lin
 31770.4     1.48291      Lin-Lin
 31770.5     1.48252      Lin-Lin
 31770.7     1.4817       Lin-Lin
 31771       1.48062      Lin-Lin
 31771.3     1.47963      Lin-Lin
 31771.6     1.47872      Lin-Lin
 31771.9     1.47788      Lin-Lin
 31772.2     1.47712      Lin-Lin
 31772.5     1.47641      Lin-Lin
 31772.8     1.47577      Lin-Lin
 31773.1     1.47518      Lin-Lin
 31773.3     1.47475      Lin-Lin
 31773.5     1.47435      Lin-Lin
 31773.8     1.47398      Lin-Lin
 31774       1.47364      Lin-Lin
 31774.2     1.47332      Lin-Lin
 31774.5     1.47302      Lin-Lin
 31774.7     1.47275      Lin-Lin
 31774.9     1.47249      Lin-Lin
 31775.2     1.47226      Lin-Lin
 31775.4     1.47204      Lin-Lin
 31775.6     1.47184      Lin-Lin
 31775.9     1.47166      Lin-Lin
 31776.1     1.47149      Lin-Lin
 31776.3     1.47133      Lin-Lin
 31776.6     1.47119      Lin-Lin
 31776.8     1.47105      Lin-Lin
 31777       1.47094      Lin-Lin
 31777.2     1.47084      Lin-Lin
 31777.5     1.47071      Lin-Lin
 31777.8     1.4706       Lin-Lin
 31778.1     1.47049      Lin-Lin
 31778.4     1.4704       Lin-Lin
 31778.6     1.47031      Lin-Lin
 31778.9     1.47024      Lin-Lin
 31779.2     1.47017      Lin-Lin
 31779.5     1.4701       Lin-Lin
 31779.8     1.47004      Lin-Lin
 31780       1.46999      Lin-Lin
 31780.3     1.46994      Lin-Lin
 31780.6     1.4699       Lin-Lin
 31780.9     1.46986      Lin-Lin
 31781.2     1.46982      Lin-Lin
 31781.5     1.46979      Lin-Lin
 31781.8     1.46975      Lin-Lin
 31782.2     1.46971      Lin-Lin
 31782.5     1.46968      Lin-Lin
 31783.1     1.46964      Lin-Lin
 31783.6     1.4696       Lin-Lin
 31784.1     1.46957      Lin-Lin
 31784.6     1.46954      Lin-Lin
 31785.2     1.46951      Lin-Lin
 31785.9     1.46948      Lin-Lin
 31786.6     1.46945      Lin-Lin
 31787.4     1.46941      Lin-Lin
 31788.3     1.46938      Lin-Lin
 31789.2     1.46935      Lin-Lin
 31790.7     1.4693       Lin-Lin
 31792.1     1.46925      Lin-Lin
 31793.5     1.46921      Lin-Lin
 31795.1     1.46917      Lin-Lin
 31797.1     1.46911      Lin-Lin
 31799.2     1.46905      Lin-Lin
 31801.2     1.469        Lin-Lin
 31803.9     1.46893      Lin-Lin
 31806.4     1.46887      Lin-Lin
 31809.8     1.4688       Lin-Lin
 31813.1     1.46872      Lin-Lin
 31816.4     1.46864      Lin-Lin
 31820.9     1.46855      Lin-Lin
 31824.8     1.46846      Lin-Lin
 31829.9     1.46835      Lin-Lin
 31836.6     1.46821      Lin-Lin
 31843.4     1.46807      Lin-Lin
 31850.2     1.46792      Lin-Lin
 31859.6     1.46773      Lin-Lin
 31869       1.46753      Lin-Lin
 31883.2     1.46724      Lin-Lin
 31902.2     1.46686      Lin-Lin
 31916.5     1.46657      Lin-Lin
 31945.1     1.46599      Lin-Lin
 31980.8     1.46526      Lin-Lin
 32016.5     1.46454      Lin-Lin
 32093.8     1.46298      Lin-Lin
 32258.1     1.45966      Lin-Lin
 32704.1     1.45065      Lin-Lin
 35247.7     1.39926      Lin-Lin
 35423.5     1.39571      Lin-Lin
 38143.2     1.33108      Lin-Lin
 38565.3     1.3193       Lin-Lin
 40202.9     1.27358      Lin-Lin
 41777.3     1.22234      Lin-Lin
 42663.5     1.18935      Lin-Lin
 43072       1.17414      Lin-Lin
 44336.1     1.11987      Lin-Lin
 44366.7     1.11856      Lin-Lin
 45471.6     1.06377      Lin-Lin
 45791.2     1.04566      Lin-Lin
 46258.3     1.0192       Lin-Lin
 46881.1     0.979199     Lin-Lin
 47036.7     0.9692       Lin-Lin
 47643.3     0.925692     Lin-Lin
 48197.3     0.881168     Lin-Lin
 48381.9     0.864828     Lin-Lin
 48751.3     0.832149     Lin-Lin
 49028.3     0.804498     Lin-Lin
 49307.2     0.77665      Lin-Lin
 49587.2     0.745306     Lin-Lin
 49773.9     0.724411     Lin-Lin
 50053.8     0.689907     Lin-Lin
 50147.2     0.678406     Lin-Lin
 50427.1     0.640621     Lin-Lin
 50520.4     0.628027     Lin-Lin
 50753.7     0.59381      Lin-Lin
 50823.7     0.583547     Lin-Lin
 51103.6     0.539222     Lin-Lin
 51383.5     0.491535     Lin-Lin
 51593.4     0.453497     Lin-Lin
 51663.4     0.44009      Lin-Lin
 51799.5     0.414009     Lin-Lin
 51865.6     0.400667     Lin-Lin
 51997.9     0.373983     Lin-Lin
 52064.1     0.35999      Lin-Lin
 52196.4     0.332006     Lin-Lin
 52262.5     0.317338     Lin-Lin
 52427.9     0.280672     Lin-Lin
 52461       0.273033     Lin-Lin
 52593.3     0.242479     Lin-Lin
 52659.4     0.227203     Lin-Lin
 52725.5     0.211554     Lin-Lin
 52857.8     0.180257     Lin-Lin
 52973.6     0.152875     Lin-Lin
 53072.8     0.129405     Lin-Lin
 53172       0.106522     Lin-Lin
 53184.4     0.103661     Lin-Lin
 53271.3     0.0843159    Lin-Lin
 53331.2     0.0714494    Lin-Lin
 53362.2     0.0650539    Lin-Lin
 53382.9     0.0607906    Lin-Lin
 53424.2     0.0526079    Lin-Lin
 53444.9     0.0486954    Lin-Lin
 53465.6     0.0447833    Lin-Lin
 53496.6     0.0391825    Lin-Lin
 53527.6     0.033839     Lin-Lin
 53553.4     0.0296031    Lin-Lin
 53577.2     0.0258914    Lin-Lin
 53597.8     0.0228259    Lin-Lin
 53606.1     0.0216638    Lin-Lin
 53618.5     0.0199208    Lin-Lin
 53635.1     0.0177187    Lin-Lin
 53650.3     0.0157905    Lin-Lin
 53665.5     0.0139639    Lin-Lin
 53677       0.0126601    Lin-Lin
